calories,total_fat,saturated_fat,cholesterol,sodium,calcium,fat,name
444,13,2.1,0,776,80,13.37,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
328,4,2.4,3,6580,230,4,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
344,8,2.9,4,5730,150,8,Paratha Baingan bharta Mix vegetable raita
333,1.8,0.2,0,39,149,1.75,Luchi Aloo posto Chana masala
35,0.5,0.1,0,17,6,0.46,Rice Pabda fish curry Potol bhaja fried pointed gourd
46,0.1,0,0,27,13,0.08,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
88,1.2,0,0,12,176,1.18,Biryani Chicken rezala Pineapple raita
415,12,1.1,1,253,543,12,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
0,0,0,0,0,0,0,Vegetable pulao Kadai paneer Cucumber tomato salad
24,0.6,0,0,118,117,0.56,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
55,0.5,0,0,222,12,0.5,Paratha Methi thepla Aloo matar curry
251,17,10,60,57,142,16.98,Radhaballavi Aloo bhaja Tomato khejur chutney
900,100,0,120,0,0,100,Chapati Paneer tikka masala Bhindi masala
39,0.1,0,0,1,9,0.1,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
97,3.8,1.3,29,44,5,3.8,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
43,2.5,0.8,0,6,51,2.53,Biryani Chicken curry Mutton curry
62,2.7,0.4,0,36,32,2.7,Roti Gobi paratha Dum aloo
55,2.7,0.4,0,5,31,2.7,Khichdi Begun bhaja Mutton curry
203,2.9,0.4,0,513,76,2.9,Biryani Keema curry Onion raita
387,4.5,0.6,0,8,7,4.54,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
293,3.3,1.2,0,479,18,3.25,Rice Dal lentils Fish curry
316,28,11,55,992,12,28.3,Roti flatbread Chicken curry Mixed vegetable sabzi
124,5.1,1.5,333,136,18,5.09,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
131,5,2.5,72,282,39,5.04,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
371,4.3,1,0,906,32,4.3,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
446,20,2.9,0,2,277,19.94,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
332,28,11,82,813,11,27.98,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
334,30,11,62,1289,6,30.3,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
527,26,8.6,0,92,0,25.7,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
14,0.1,0,0,16,27,0.1,Vegetable pulao Chicken rezala Raita
19,0.3,0,0,24,109,0.3,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
281,0,0,0,2,0,0,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
112,3.8,1.6,0,104,22,3.75,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
316,29,13,64,1179,12,29.1,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
120,2.2,0.8,79,70,5,2.21,Mutton biryani Raita Keema matar minced meat with peas
97,6.9,4.6,19,52,169,6.89,Roti Bhindi do pyaza Palak paneer
619,59,3.5,0,2,61,59.33,Biryani Kosha Mangsho slow-cooked mutton Egg curry
195,4.9,0.9,0,677,39,4.86,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
38,0.5,0,0,9,15,0.53,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
323,16,4,0,199,19,15.66,Chapati Bhindi masala Rajma chawal
376,25,11,29,875,55,25.4,Vegetable biryani Rajma curry Boondi raita
228,11,2.1,56,577,25,11.2,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
109,4.7,0,0,6,60,4.73,Chapati Gobi paratha Dum aloo
86,2.2,0.4,28,286,26,2.24,Khichdi Labra mixed vegetable curry Fish curry
227,14,4,86,52,15,14.1,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
370,0.5,0.1,0,6,5,0.5,Paratha Baingan masala Rajma chawal
230,6.5,2.4,20,423,196,6.53,Luchi Chholar dal Alur torkari potato curry
442,17,8.5,0,95,57,17.1,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
501,30,3.9,0,0,43,30.17,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
35,0,0,0,7851,43,0.01,Biryani Keema curry Onion raita
95,3,0.8,48,150,18,2.95,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
196,6,2.9,16,126,122,5.98,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
100,0.1,0,0,47,4,0.1,Paratha Baingan bharta Mix vegetable raita
184,1,0.2,0,538,12,1.04,Luchi Aloo posto Chana masala
141,1.9,0.7,73,83,6,1.94,Rice Pabda fish curry Potol bhaja fried pointed gourd
34,1.7,0,8,0,0,1.69,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
550,50,21,133,1531,68,49.6,Biryani Chicken rezala Pineapple raita
174,13,8.3,51,84,207,12.98,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
133,6.7,0,0,67,0,6.67,Vegetable pulao Kadai paneer Cucumber tomato salad
195,1.5,0.3,1,631,70,1.5,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
310,24,14,70,704,690,24.31,Paratha Methi thepla Aloo matar curry
299,24,13,69,751,566,23.82,Radhaballavi Aloo bhaja Tomato khejur chutney
376,1.1,0.2,0,51,20,1.05,Chapati Paneer tikka masala Bhindi masala
98,0.1,0,0,4,10,0.1,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
346,11,1.7,13,430,19,11.3,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
18,0.1,0,0,11,11,0.11,Biryani Chicken curry Mutton curry
21,0.4,0.1,0,3,21,0.4,Roti Gobi paratha Dum aloo
122,4.9,1.8,49,1016,6,4.94,Khichdi Begun bhaja Mutton curry
244,12,4,39,427,84,11.55,Biryani Keema curry Onion raita
323,28,9.9,63,1112,48,27.8,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
297,21,7.7,94,73,22,20.77,Rice Dal lentils Fish curry
346,31,11,76,731,18,31.33,Roti flatbread Chicken curry Mixed vegetable sabzi
241,19,7,58,1000,58,18.7,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
255,13,2.4,0,43,19,13.18,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
277,16,6.4,137,744,132,15.63,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
475,28,13,10,38,100,27.5,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
119,4.9,1.1,64,75,60,4.93,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
201,13,4,391,386,10,13.1,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
292,15,2.7,44,859,13,15.25,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
748,81,29,86,2684,6,80.5,Vegetable pulao Chicken rezala Raita
352,3.3,0.5,0,27,147,3.3,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
165,3.1,1.8,8,46,62,3.08,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
322,0.3,0.1,0,80,3,0.3,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
195,14,3.3,77,74,83,13.88,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
235,17,6,38,1013,12,17.34,Mutton biryani Raita Keema matar minced meat with peas
628,61,4.5,0,0,114,60.75,Roti Bhindi do pyaza Palak paneer
392,4.2,1.2,7,285,263,4.2,Biryani Kosha Mangsho slow-cooked mutton Egg curry
25,0,0,0,688,0,0,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
27,0.2,0,0,2,11,0.21,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
164,9.5,3.5,50,65,22,9.47,Chapati Bhindi masala Rajma chawal
143,8.2,1.4,68,529,19,8.2,Vegetable biryani Rajma curry Boondi raita
478,19,6.4,0,247,0,19.1,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
489,26,18,2,182,0,25.8,Chapati Gobi paratha Dum aloo
364,30,21,79,415,298,29.84,Khichdi Labra mixed vegetable curry Fish curry
172,8.8,3.5,66,79,12,8.82,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
540,31,29,1,107,303,31.36,Paratha Baingan masala Rajma chawal
52,0.1,0,0,57,4,0.1,Luchi Chholar dal Alur torkari potato curry
505,50,16,82,87,43,50.17,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
245,0.1,0.1,0,455,11,0.13,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
250,12,3.5,44,668,72,12.02,Biryani Keema curry Onion raita
586,51,7.1,0,12,960,50.87,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
384,4.4,1.2,84,21,35,4.44,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
274,0.6,0,0,2,25,0.59,Paratha Baingan bharta Mix vegetable raita
36,0.5,0,0,68,36,0.46,Luchi Aloo posto Chana masala
31,0.3,0,0,2,3,0.33,Rice Pabda fish curry Potol bhaja fried pointed gourd
271,14,2.5,48,769,17,13.95,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
155,5.2,1.9,5,422,61,5.15,Biryani Chicken rezala Pineapple raita
123,10,7,35,61,107,10.39,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
33,0.8,0,0,39,123,0.82,Vegetable pulao Kadai paneer Cucumber tomato salad
16,0.2,0,0,25,23,0.16,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
25,0,0,0,844,0,0,Paratha Methi thepla Aloo matar curry
25,0,0,0,719,0,0,Radhaballavi Aloo bhaja Tomato khejur chutney
242,0.2,0,0,40,20,0.2,Chapati Paneer tikka masala Bhindi masala
718,78,45,225,583,23,78.3,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
122,2.4,0.9,22,900,6,2.37,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
130,0.6,0.1,0,14,30,0.63,Biryani Chicken curry Mutton curry
301,26,10,93,756,41,25.87,Roti Gobi paratha Dum aloo
110,2.5,0.6,63,69,11,2.47,Khichdi Begun bhaja Mutton curry
401,14,3.5,2,418,46,13.6,Biryani Keema curry Onion raita
40,0.1,0,0,3,33,0.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
518,26,18,11,54,125,25.99,Rice Dal lentils Fish curry
20,0.2,0.1,0,3,10,0.17,Roti flatbread Chicken curry Mixed vegetable sabzi
155,8.1,2,75,593,19,8.08,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
182,7.3,2.6,82,349,6,7.34,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
54,0.3,0.1,0,9,11,0.29,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
73,1.2,0,0,3,46,1.16,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
93,0.9,0,0,2124,18,0.93,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
293,3.3,0.7,1,621,100,3.3,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
195,2.2,0.4,0,126,5,2.21,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
862,100,82,0,0,0,100,Vegetable pulao Chicken rezala Raita
179,10,3.1,50,47,26,10.43,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
70,4.4,2,14,17,32,4.38,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
140,10,2.9,83,946,32,10.02,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
110,2.6,0.9,48,751,6,2.62,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
437,14,3.5,0,657,94,13.8,Mutton biryani Raita Keema matar minced meat with peas
168,8.7,5.3,31,100,104,8.74,Roti Bhindi do pyaza Palak paneer
415,27,17,72,1696,1253,27.34,Biryani Kosha Mangsho slow-cooked mutton Egg curry
34,0.3,0.1,0,241,26,0.28,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
450,14,4.5,0,468,345,14.2,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
122,3.3,1,0,0,12,3.33,Chapati Bhindi masala Rajma chawal
266,4.7,0.8,0,521,106,4.7,Vegetable biryani Rajma curry Boondi raita
141,0,0,18,743,961,0,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
274,15,2.9,51,948,25,15.42,Chapati Gobi paratha Dum aloo
180,4.8,2.9,27,74,161,4.83,Khichdi Labra mixed vegetable curry Fish curry
127,2.9,0.9,73,76,5,2.87,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
53,1.7,0.2,0,58,144,1.65,Paratha Baingan masala Rajma chawal
131,4.7,0.8,51,78,9,4.69,Luchi Chholar dal Alur torkari potato curry
212,16,6.2,426,187,57,16.18,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
457,15,1.3,0,854,17,15.2,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
142,0.1,0,0,15,18,0.11,Biryani Keema curry Onion raita
176,10,0,71,72,11,10.35,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
51,2.7,0.6,6,424,12,2.73,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
89,2.8,0.6,0,306,18,2.82,Paratha Baingan bharta Mix vegetable raita
368,29,11,97,1976,12,28.7,Luchi Aloo posto Chana masala
409,15,4.9,24,4090,115,14.66,Rice Pabda fish curry Potol bhaja fried pointed gourd
359,3.3,0.5,0,3,12,3.34,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
112,3,1.9,12,95,146,3.03,Biryani Chicken rezala Pineapple raita
552,34,18,3,284,0,34.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
25,0,0,0,719,0,0,Vegetable pulao Kadai paneer Cucumber tomato salad
154,12,3.3,313,155,48,11.66,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
60,0.2,0,0,14,19,0.23,Paratha Methi thepla Aloo matar curry
462,29,5.6,0,229,78,29.4,Radhaballavi Aloo bhaja Tomato khejur chutney
369,0.1,0,0,477,4,0.1,Chapati Paneer tikka masala Bhindi masala
119,3.7,0.5,0,443,26,3.7,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
71,4,1.2,7,460,0,4.03,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
165,1.2,0.1,0,910,11,1.22,Biryani Chicken curry Mutton curry
149,1.7,0.2,0,4,13,1.71,Roti Gobi paratha Dum aloo
95,0.2,0,0,1647,19,0.23,Khichdi Begun bhaja Mutton curry
296,1,0.2,0,13,11,0.99,Biryani Keema curry Onion raita
529,33,19,0,124,2,32.92,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
62,1.3,0,0,3,11,1.3,Rice Dal lentils Fish curry
279,1.1,0.5,0,72,14,1.13,Roti flatbread Chicken curry Mixed vegetable sabzi
322,32,2.9,0,773,53,31.79,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
233,9.5,1.5,40,744,8,9.5,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
26,0.3,0.1,0,48,19,0.3,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
451,15,6.8,0,233,24,15.14,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
94,1.2,0,0,15,176,1.18,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
197,14,3.1,75,51,47,13.77,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
97,2.4,0.5,70,60,60,2.42,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
274,4.4,1.1,0,390,66,4.4,Vegetable pulao Chicken rezala Raita
374,27,18,92,14,961,27.4,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
255,0,0,0,372,93,0,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
240,7.4,1.7,6,162,73,7.4,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
48,0.1,0,0,0,5,0.13,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
32,0.3,0,0,186,34,0.28,Mutton biryani Raita Keema matar minced meat with peas
24,0.6,0,0,118,117,0.56,Roti Bhindi do pyaza Palak paneer
358,2.2,0.4,0,7,48,2.17,Biryani Kosha Mangsho slow-cooked mutton Egg curry
173,8.9,3.2,37,1334,55,8.9,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
192,12,3.4,76,53,13,12.05,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
281,24,7.4,92,1379,125,23.77,Chapati Bhindi masala Rajma chawal
253,20,6.7,100,900,10,20,Vegetable biryani Rajma curry Boondi raita
153,6.1,2.6,47,953,11,6.1,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
223,12,2.5,14,348,47,12.48,Chapati Gobi paratha Dum aloo
60,3.3,0.2,0,1104,63,3.34,Khichdi Labra mixed vegetable curry Fish curry
21,0.1,0,0,2,194,0.11,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
280,12,2.1,0,279,17,12.48,Paratha Baingan masala Rajma chawal
264,5,0.8,0,292,75,5,Luchi Chholar dal Alur torkari potato curry
22,0.7,0.1,0,7,100,0.72,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
718,76,12,0,5,85,75.77,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
486,27,21,2,145,21,26.6,Biryani Keema curry Onion raita
249,16,10,92,61,117,16.2,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
115,2,0.6,65,90,5,1.96,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
76,0.7,0,60,72,9,0.7,Paratha Baingan bharta Mix vegetable raita
29,0.3,0,0,2,26,0.3,Luchi Aloo posto Chana masala
560,45,5.9,0,1,105,45.32,Rice Pabda fish curry Potol bhaja fried pointed gourd
196,15,4.3,401,207,62,14.84,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
51,0.5,0.1,0,15,11,0.5,Biryani Chicken rezala Pineapple raita
544,31,11,95,1818,30,31.3,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
121,5.2,0.6,0,6,63,5.2,Vegetable pulao Kadai paneer Cucumber tomato salad
149,9,1.4,0,630,44,9,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
189,11,1.3,0,711,41,11.11,Paratha Methi thepla Aloo matar curry
450,14,4.5,0,468,375,14.2,Radhaballavi Aloo bhaja Tomato khejur chutney
331,0.1,0,0,4,55,0.1,Chapati Paneer tikka masala Bhindi masala
127,3.6,2.3,13,63,100,3.6,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
67,0.1,0,0,13,26,0.1,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
60,0,0,0,492,33,0,Biryani Chicken curry Mutton curry
108,1.2,0.4,4,338,31,1.15,Roti Gobi paratha Dum aloo
47,0,0,0,594,0,0,Khichdi Begun bhaja Mutton curry
271,18,11,63,600,529,17.6,Biryani Keema curry Onion raita
577,40,37,0,122,17,39.92,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
42,1.7,0.8,0,458,0,1.69,Rice Dal lentils Fish curry
33,1.7,0.2,0,35,123,1.65,Roti flatbread Chicken curry Mixed vegetable sabzi
27,0,0,0,333,0,0,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
57,0.2,0,0,3,17,0.16,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
371,9.7,1.2,0,15,176,9.74,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
135,0.3,0,0,13,460,0.29,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
460,23,20,0,241,5,22.55,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
167,15,2.1,0,8,13,15.41,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
366,1.3,0.1,0,410,31,1.3,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
812,89,32,57,11,2,88.69,Vegetable pulao Chicken rezala Raita
489,23,5.3,3,973,136,22.74,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
8,0,0,0,0,0,0,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
290,7.7,2.7,0,1048,120,7.72,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
462,19,4.8,0,473,25,19.2,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
185,8.1,2.3,50,482,14,8.1,Mutton biryani Raita Keema matar minced meat with peas
285,19,6.4,173,549,51,19.37,Roti Bhindi do pyaza Palak paneer
473,21,5.2,0,190,49,20.6,Biryani Kosha Mangsho slow-cooked mutton Egg curry
384,5.9,1,0,4,6,5.88,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
278,24,7.2,73,1013,99,24.31,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
322,29,12,58,852,11,29.36,Chapati Bhindi masala Rajma chawal
149,6.4,2.3,46,732,54,6.37,Vegetable biryani Rajma curry Boondi raita
286,15,6.8,45,602,93,14.81,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
381,0,0,0,466,3,0,Chapati Gobi paratha Dum aloo
380,12,5.9,12,5053,116,11.85,Khichdi Labra mixed vegetable curry Fish curry
53,1.1,0,0,131,23,1.06,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
247,15,5.2,45,684,24,14.84,Paratha Baingan masala Rajma chawal
407,34,12,79,2260,13,33.72,Luchi Chholar dal Alur torkari potato curry
309,28,9.3,61,827,11,28.23,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
111,1.6,0.3,0,307,4,1.62,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
342,13,6.5,0,52,682,12.6,Biryani Keema curry Onion raita
307,7.5,3.3,0,27,996,7.53,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
114,2.3,0.9,72,67,5,2.3,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
155,3.9,1.3,93,77,6,3.87,Paratha Baingan bharta Mix vegetable raita
148,6.5,4,23,81,115,6.52,Luchi Aloo posto Chana masala
88,0.7,0.1,39,39,57,0.69,Rice Pabda fish curry Potol bhaja fried pointed gourd
73,0,0,0,4,14,0.01,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
271,0.7,0.2,0,278,629,0.72,Biryani Chicken rezala Pineapple raita
114,6,1,60,328,14,6.03,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
70,0.2,0,0,1,8,0.19,Vegetable pulao Kadai paneer Cucumber tomato salad
409,9.1,0,0,500,31,9.09,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
29,0.8,0,0,49,123,0.82,Paratha Methi thepla Aloo matar curry
313,22,14,65,781,705,21.6,Radhaballavi Aloo bhaja Tomato khejur chutney
349,0.5,0.1,0,21,257,0.46,Chapati Paneer tikka masala Bhindi masala
332,2,0.3,0,5,163,1.97,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
88,1.2,0,0,15,176,1.18,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
88,1.2,0,0,15,176,1.18,Biryani Chicken curry Mutton curry
345,3.1,0.7,0,252,23,3.1,Roti Gobi paratha Dum aloo
42,0.5,0.1,0,6,78,0.51,Khichdi Begun bhaja Mutton curry
276,23,8.4,62,732,27,22.53,Biryani Keema curry Onion raita
259,4.8,0.8,0,387,71,4.8,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
133,3.6,1.2,66,37,13,3.64,Rice Dal lentils Fish curry
82,0.7,0.1,43,54,16,0.67,Roti flatbread Chicken curry Mixed vegetable sabzi
368,26,6.9,153,2021,163,25.87,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
180,10,3.4,59,1039,7,10.3,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
312,3.3,1.8,0,27,168,3.25,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
417,25,4.2,0,776,115,25.23,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
390,33,4.9,26,710,14,33.4,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
405,38,15,83,822,15,37.57,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
326,23,4.8,50,708,11,22.55,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
263,21,7.9,72,56,14,21.19,Vegetable pulao Chicken rezala Raita
290,13,2.3,1,618,19,13.17,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
539,32,19,21,90,199,32.09,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
296,13,2.6,0,813,100,13.25,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
657,64,7,0,1,61,64.37,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
263,8.7,2.6,0,77,661,8.69,Mutton biryani Raita Keema matar minced meat with peas
99,5.5,2.2,13,388,12,5.53,Roti Bhindi do pyaza Palak paneer
182,11,4.1,50,1322,9,10.5,Biryani Kosha Mangsho slow-cooked mutton Egg curry
28,0.5,0.1,0,15,136,0.46,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
34,0.5,0,0,9,2,0.49,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
46,2,0.3,0,55,82,2,Chapati Bhindi masala Rajma chawal
284,0.7,0,0,35,159,0.73,Vegetable biryani Rajma curry Boondi raita
301,19,2.8,0,454,22,18.5,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
384,7.1,0,0,571,0,7.14,Chapati Gobi paratha Dum aloo
478,20,6.3,0,325,0,20.1,Khichdi Labra mixed vegetable curry Fish curry
